Episode,Date,Guests (Himself/Herself - Role)
19960229,1996-02-29,David Dimbleby (Himself - Host);David Blunkett (Himself);Archy Kirkwood (Himself);Bridget Ogilvie (Herself);Ann Widdecombe (Herself)
19960307,1996-03-07,Joyce Quin (Herself);Gerald Malone (Himself);Andrew Foster (Himself);Rosie Boycott (Herself);David Dimbleby (Himself - Host)
19960314,1996-03-14,David Dimbleby (Himself - Host);Donald Dewar (Himself);Michael Heseltine (Himself);Gerry Robinson (Himself);Shirley Williams (Herself)
19960321,1996-03-21,Christopher Tugendhat (Himself);Jack Straw (Himself);Cristina Odone (Herself);Teresa Gorman (Herself);David Dimbleby (Himself - Host)
19960328,1996-03-28,Tony Newton (Himself);Anne McElvoy (Herself);Menzies Campbell (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
19960418,1996-04-18,David Dimbleby (Himself - Host);Peg Alexander (Herself);Alistair Darling (Himself);Diana Maddock (Herself);David Willetts (Himself)
19960425,1996-04-25,Robin Cook (Himself);Angela Browning (Herself);Kate Barker (Herself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
19960509,1996-05-09,David Steel (Himself);Mo Mowlam (Herself);Margaret Ewing (Herself);Iain Duncan Smith (Himself);David Dimbleby (Himself - Host)
19960516,1996-05-16,David Dimbleby (Himself - Host);David Howell (Himself);Rana Kabbani (Herself);Sheila Masters (Herself);Peter Shore (Himself)
19960523,1996-05-23,Clare Short (Herself);Angela Rumbold (Herself);John Monks (Himself);Simon Heffer (Himself);David Dimbleby (Himself - Host)
19960530,1996-05-30,William Waldegrave (Himself);Margaret Sharp (Herself);Christine Laird (Herself);Paul Boateng (Himself);David Dimbleby (Himself - Host)
19960606,1996-06-06,David Dimbleby (Himself - Host);Jo Brand (Herself);Bernard Ingham (Himself);Glenda Jackson (Herself);Ian Lang (Himself)
19960613,1996-06-13,Prue Leith (Herself);Norman Lamont (Himself);Charles Kennedy (Himself);Anne Campbell (Herself);David Dimbleby (Himself - Host)
19960926,1996-09-26,David Dimbleby (Himself - Host);Menzies Campbell (Himself);Harriet Harman (Herself);Peter Lilley (Himself);Bronwen Maddox (Herself)
19961003,1996-10-03,Lesley Knox (Herself);Charles Kennedy (Himself);William Hague (Himself);Gordon Brown (Himself);David Dimbleby (Himself - Host)
19961010,1996-10-10,David Dimbleby (Himself - Host);Robin Cook (Himself);Stephen Dorrell (Himself);Ruth Lea (Herself);Emma Nicholson (Herself)
19961017,1996-10-17,Sheila Lawlor (Herself);Michael Heseltine (Himself);Chris Haskins (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
19961024,1996-10-24,Ann Widdecombe (Herself);Ann Taylor (Herself);Frederic Raphael (Himself);Nick Harvey (Himself);David Dimbleby (Himself - Host)
19961031,1996-10-31,David Dimbleby (Himself - Host);Glenys Kinnock (Herself);Brian Mawhinney (Himself);Melanie Phillips (Herself);Dafydd Wigley (Himself)
19961107,1996-11-07,John Redwood (Himself);Lisa Jardine (Herself);Roy Hattersley (Himself);Alison Carnwath (Herself);David Dimbleby (Himself - Host)
19961114,1996-11-14,David Dimbleby (Himself - Host);Douglas Hogg (Himself);Patricia Hollis (Herself);Raj Persaud (Himself);Sandi Toksvig (Herself)
19961121,1996-11-21,Brian Wilson (Himself);Norman Lamont (Himself);Archy Kirkwood (Himself);Winnie Ewing (Herself);David Dimbleby (Himself - Host)
19961128,1996-11-28,David Dimbleby (Himself - Host);Malcolm Bruce (Himself);Alistair Darling (Himself);Michael Jack (Himself);Pauline Neville-Jones (Herself)
19961205,1996-12-05,John Taylor (Himself);Mo Mowlam (Herself);Paddy Mayhew (Himself);John Hume (Himself);David Dimbleby (Himself - Host)
19961212,1996-12-12,John Prescott (Himself);Liz Lynne (Herself);Peter Hitchens (Himself);Roger Freeman (Himself);David Dimbleby (Himself - Host)
19961219,1996-12-19,David Dimbleby (Himself - Host);Valerie Amos (Herself);Matthew Parris (Himself);Malcolm Rifkind (Himself);Clare Short (Herself)
19970123,1997-01-23,Gillian Shephard (Herself);Charles Moore (Himself);Frank Dobson (Himself);Carmen Callil (Herself);David Dimbleby (Himself - Host)
19970130,1997-01-30,David Dimbleby (Himself - Host);Ian Lang (Himself);Robert Maclennan (Himself);Mary Ann Sieghart (Herself);Jack Straw (Himself)
19970206,1997-02-06,Dafydd Wigley (Himself);Richard Littlejohn (Himself);Angela Browning (Herself);Janet Anderson (Herself);David Dimbleby (Himself - Host)
19970213,1997-02-13,David Dimbleby (Himself - Host);Kenneth Clarke (Himself);Robin Cook (Himself);Rosalind Gilmore (Herself);David Steel (Himself)
19970220,1997-02-20,Roy Jenkins (Himself);Michael Howard (Himself);Germaine Greer (Herself);Donald Dewar (Himself);David Dimbleby (Himself - Host)
19970227,1997-02-27,George Young (Himself);Paul Tyler (Himself);Alex Salmond (Himself);Mo Mowlam (Herself);David Dimbleby (Himself - Host)
19970306,1997-03-06,David Dimbleby (Himself - Host);Don Foster (Himself);Harriet Harman (Herself);Ian Hislop (Himself);Tony Newton (Himself)
19970313,1997-03-13,Liz Lynne (Herself);Edward Heath (Himself);Frederick Forsyth (Himself);Tony Benn (Himself);David Dimbleby (Himself - Host)
19970320,1997-03-20,Shirley Williams (Herself);Andrew Smith (Himself);Michael Portillo (Himself);Anne McElvoy (Herself);David Dimbleby (Himself - Host)
19970403,1997-04-03,David Dimbleby (Himself - Host);Alex Salmond (Himself);Dafydd Wigley (Himself)
19970410,1997-04-10,David Dimbleby (Himself - Host);Paddy Ashdown (Himself)
19970417,1997-04-17,John Major (Himself);David Dimbleby (Himself - Host)
19970424,1997-04-24,David Dimbleby (Himself - Host);Tony Blair (Himself)
19970508,1997-05-08,David Dimbleby (Himself - Host);Peter Lilley (Himself);Andrew Neil (Himself);Ann Taylor (Herself);Jenny Tonge (Herself)
19970515,1997-05-15,David Dimbleby (Himself - Host);Kenneth Clarke (Himself);Ruth Lea (Herself);Peter Mandelson (Himself);Shirley Williams (Herself)
19970522,1997-05-22,Polly Toynbee (Herself);Gill Nott (Herself);Michael Howard (Himself);Frank Dobson (Himself);David Dimbleby (Himself - Host)
19970529,1997-05-29,David Dimbleby (Himself - Host);Michael Ancram (Himself);Jackie Ballard (Herself);Lynn Collins (Herself);John Prescott (Himself)
19970605,1997-06-05,John Redwood (Himself);Julia Middleton (Herself);Margaret Beckett (Herself);Clive Anderson (Himself);David Dimbleby (Himself - Host)
19970612,1997-06-12,David Dimbleby (Himself - Host);Teresa Gorman (Herself);Jacqui Smith (Herself);Adair Turner (Himself);Francis Wheen (Himself)
19970619,1997-06-19,Tom King (Himself);Robin Cook (Himself);Linda Colley (Herself);Martin Bell (Himself);David Dimbleby (Himself - Host)
19970925,1997-09-25,Ann Widdecombe (Herself);Jack Straw (Himself);Charles Kennedy (Himself);Rosie Boycott (Herself);David Dimbleby (Himself - Host)
19971002,1997-10-02,David Dimbleby (Himself - Host);Malcolm Bruce (Himself);Harriet Harman (Herself);Peter Lilley (Himself);Judy McKnight (Herself)
19971009,1997-10-09,Archie Norman (Himself);Frank Dobson (Himself);Kay Coleman (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
19971016,1997-10-16,Bridget Rosewell (Herself);George Robertson (Himself);Ann Leslie (Herself);Norman Fowler (Himself);David Dimbleby (Himself - Host)
19971023,1997-10-23,Paul Murphy (Himself);Andrew Hunter (Himself);John Hume (Himself);John Dunlop (Himself);Gerry Adams (Himself);David Dimbleby (Himself - Host)
19971030,1997-10-30,Janet Paraskeva (Herself);Sarah Ludford (Herself);Iain Duncan Smith (Himself);David Blunkett (Himself);David Dimbleby (Himself - Host)
19971106,1997-11-06,David Dimbleby (Himself - Host);Paul Foot (Himself);Cheryl Gillan (Herself);Clare Short (Herself);David Starkey (Himself)
19971113,1997-11-13,Brian Wilson (Himself);Joan Smith (Herself);John Redwood (Himself);Hugh Dykes (Himself);David Dimbleby (Himself - Host)
19971120,1997-11-20,David Dimbleby (Himself - Host);Lisa Jardine (Herself);Peter Mandelson (Himself);John Maples (Himself);Anne Minto (Herself)
19971127,1997-11-27,Richard Littlejohn (Himself);Julie Kirkbride (Herself);Oona King (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
19971204,1997-12-04,David Dimbleby (Himself - Host);Teresa Gorman (Herself);Ken Livingstone (Himself);Melanie Phillips (Herself);Heather Rabbatts (Herself)
19971211,1997-12-11,Dafydd Wigley (Himself);Nigella Lawson (Herself);Ron Davies (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
19971218,1997-12-18,David Dimbleby (Himself - Host);Germaine Greer (Herself);Michael Heseltine (Himself);Chris Smith (Himself);Shirley Williams (Herself)
19980115,1998-01-15,Ann Taylor (Herself);Francis Maude (Himself);Judith Donovan (Herself);Michael Cashman (Himself);David Dimbleby (Himself - Host)
19980122,1998-01-22,Ann Widdecombe (Herself);Barbara Roche (Herself);Don Foster (Himself);Clive Anderson (Himself);David Dimbleby (Himself - Host)
19980129,1998-01-29,David Dimbleby (Himself - Host);Donald Findlay (Himself);Eddie Izzard (Himself);Gavin Strang (Himself);Nicola Sturgeon (Herself)
19980205,1998-02-05,Jenny Tonge (Herself);Cecil Parkinson (Himself);Susan Greenfield (Herself);Derek Fatchett (Himself);David Dimbleby (Himself - Host)
19980212,1998-02-12,David Dimbleby (Himself - Host);Margaret Beckett (Herself);Angela Browning (Herself);Trevor Phillips (Himself);Andrew Roberts (Himself)
19980219,1998-02-19,David Willetts (Himself);Peter Hitchens (Himself);Nick Harvey (Himself);Hilary Armstrong (Herself);David Dimbleby (Himself - Host)
19980226,1998-02-26,David Dimbleby (Himself - Host);Tony Benn (Himself);Alan Duncan (Himself);Jude Kelly (Herself);Emma Nicholson (Herself)
19980305,1998-03-05,Alun Michael (Himself);Clarissa Dickson-Wright (Herself);Simon Burns (Himself);Peg Alexander (Herself);David Dimbleby (Himself - Host)
19980312,1998-03-12,Phil Willis (Himself);Peter Hain (Himself);Louise Christian (Herself);John Bercow (Himself);David Dimbleby (Himself - Host)
19980319,1998-03-19,David Dimbleby (Himself - Host);Malcolm Bruce (Himself);Alistair Darling (Himself);Peter Lilley (Himself);Hilary Wainwright (Herself)
19980326,1998-03-26,Michael Meacher (Himself);David Heathcoat-Amory (Himself);Geoff Hampton (Himself);Jackie Ballard (Herself);David Dimbleby (Himself - Host)
19980402,1998-04-02,David Dimbleby (Himself - Host);Frank Dobson (Himself);Teresa Gorman (Herself);Liz Lynne (Herself);Sandi Toksvig (Herself)
19980416,1998-04-16,Dermot Nesbitt (Himself);Martin McGuinness (Himself);Robert McCartney (Himself);John Hume (Himself);David Dimbleby (Himself - Host)
19980423,1998-04-23,David Dimbleby (Himself - Host);Shelagh Diplock (Herself);Norman Fowler (Himself);Gerald Kaufman (Himself);David Rendel (Himself)
19980430,1998-04-30,Jack Straw (Himself);Nyta Mann (Herself);Paddy Ashdown (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
19980514,1998-05-14,Elaine C. Smith (Herself);Raymond Robertson (Himself);Charles Kennedy (Himself);Donald Dewar (Himself);David Dimbleby (Himself - Host)
19980528,1998-05-28,David Dimbleby (Himself - Host);Peta Buscombe (Herself);Oliver James (Himself);Ann Leslie (Herself);Chris Smith (Himself)
19980604,1998-06-04,Michael Howard (Himself);Harriet Harman (Herself);Menzies Campbell (Himself);Beatrix Campbell (Herself);David Dimbleby (Himself - Host)
19980611,1998-06-11,John Redwood (Himself);Anne-Marie Huby (Herself);Leanda De Lisle (Herself);Jack Cunningham (Himself);David Dimbleby (Himself - Host)
19980618,1998-06-18,Polly Toynbee (Herself);David Steel (Himself);Edward Heath (Himself);Tony Benn (Himself);David Dimbleby (Himself - Host)
19980924,1998-09-24,Ann Widdecombe (Herself);Norman Pace (Himself);Cristina Odone (Herself);Charles Kennedy (Himself);Jack Cunningham (Himself);David Dimbleby (Himself - Host)
19981001,1998-10-01,Chris Smith (Himself);Emma Nicholson (Herself);Janet Daley (Herself);Rodney Bickerstaffe (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
19981008,1998-10-08,David Yelland (Himself);Clare Short (Herself);Michael Howard (Himself);Richard Branson (Himself);David Dimbleby (Himself - Host)
19981015,1998-10-15,Jenny Tonge (Herself);Frederick Forsyth (Himself);Angela Eagle (Herself);Stephen Dorrell (Himself);Ozwald Boateng (Himself);David Dimbleby (Himself - Host)
19981022,1998-10-22,Michael Winner (Himself);Mary Ann Sieghart (Herself);John Redwood (Himself);Helen Mary Jones (Herself);Ron Davies (Himself);David Dimbleby (Himself - Host)
19981029,1998-10-29,Brian Sewell (Himself);Julia Neuberger (Herself);Norman Fowler (Himself);Menzies Campbell (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
19981105,1998-11-05,Shirley Williams (Herself);David Willetts (Himself);Maeve Sherlock (Herself);Peter Hitchens (Himself);Frank Dobson (Himself);David Dimbleby (Himself - Host)
19981112,1998-11-12,Helen Liddell (Herself);Jeremy Isaacs (Himself);Simon Hughes (Himself);Michael Forsyth (Himself);Roseanna Cunningham (Herself);David Dimbleby (Himself - Host)
19981119,1998-11-19,Brian Rix (Himself);Richard Littlejohn (Himself);Patricia Hollis (Herself);Paul Heaton (Himself);Virginia Bottomley (Herself);David Dimbleby (Himself - Host)
19981126,1998-11-26,Paul Sykes (Himself);Chris Patten (Himself);Diana Maddock (Herself);Nigella Lawson (Herself);Nick Brown (Himself);David Dimbleby (Himself - Host)
19981203,1998-12-03,Janet Street-Porter (Herself);Piers Morgan (Himself);Roy Hattersley (Himself);Iain Duncan Smith (Himself);David Dimbleby (Himself - Host)
19981210,1998-12-10,Francis Maude (Himself);Margo MacDonald (Herself);Ken Livingstone (Himself);Ann Leslie (Herself);Derek Draper (Himself);David Dimbleby (Himself - Host)
19981217,1998-12-17,Simon Heffer (Himself);Kenneth Clarke (Himself);Beatrix Campbell (Herself);Bob Ayling (Himself);David Dimbleby (Himself - Host)
19990114,1999-01-14,Fay Weldon (Herself);Ann Taylor (Herself);Michael Portillo (Himself);Matthew Parris (Himself);Malcolm Bruce (Himself);David Dimbleby (Himself - Host)
19990121,1999-01-21,Hilary Wainwright (Herself);David Trimble (Himself);Bill Morris (Himself);Liz Lynne (Herself);Teresa Gorman (Herself);David Dimbleby (Himself - Host)
19990128,1999-01-28,Rick Stein (Himself);Mandi Norwood (Herself);Angela Browning (Herself);Tony Benn (Himself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
19990204,1999-02-04,Peter Lilley (Himself);Chris Haskins (Himself);Nick Harvey (Himself);Amanda Foreman (Herself);Rosie Boycott (Herself);David Dimbleby (Himself - Host)
19990211,1999-02-11,Alice Thomson (Herself);Norman Lamont (Himself);Archy Kirkwood (Himself);Max Clifford (Himself);Janet Anderson (Herself);David Dimbleby (Himself - Host)
19990218,1999-02-18,Susan Greenfield (Herself);Alan Duncan (Himself);Jo Brand (Herself);Martin Bell (Himself);Tony Banks (Himself);David Dimbleby (Himself - Host)
19990225,1999-02-25,Annie Stewart (Herself);Glen Smyth (Himself);Michael Mansfield (Himself);Norman Fowler (Himself);Paul Boateng (Himself);David Dimbleby (Himself - Host)
19990304,1999-03-04,Tony Robinson (Himself);George Robertson (Himself);Ruth Lea (Herself);Elspeth Howe (Herself);Alan Clark (Himself);David Dimbleby (Himself - Host)
19990311,1999-03-11,Clare Short (Herself);John Redwood (Himself);Andrew Neil (Himself);Germaine Greer (Herself);Jackie Ballard (Herself);David Dimbleby (Himself - Host)
19990318,1999-03-18,Polly Toynbee (Herself);Norman Tebbit (Himself);Steven Norris (Himself);Oona King (Herself);Billy Bragg (Himself);David Dimbleby (Himself - Host)
19990325,1999-03-25,Tim Yeo (Himself);David Steel (Himself);Anne-Marie Huby (Herself);Dorothy Grace Elder (Herself);David Blunkett (Himself);David Dimbleby (Himself - Host)
19990415,1999-04-15,Dafydd Wigley (Himself);Tim Spicer (Himself);Jenny Randerson (Herself);John Maples (Himself);Glenys Kinnock (Herself);David Dimbleby (Himself - Host)
19990422,1999-04-22,Jim Wallace (Himself);Alex Salmond (Himself);David McLetchie (Himself);Annabel Goldie (Herself);Donald Dewar (Himself);David Dimbleby (Himself - Host)
19990429,1999-04-29,Charles Moore (Himself);Charles Kennedy (Himself);Michael Heseltine (Himself);Jack Cunningham (Himself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
19990513,1999-05-13,Melanie Phillips (Herself);Michael Nazir-Ali (Himself);Michael Howard (Himself);Menzies Campbell (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
19990520,1999-05-20,John Taylor (Himself);Brid Rodgers (Herself);Mitchel McLaughlin (Himself);Robert McCartney (Himself);Bronagh Hinds (Herself);David Dimbleby (Himself - Host)
19990527,1999-05-27,Ray Michie (Herself);Alun Michael (Himself);Max Hastings (Himself);Liam Fox (Himself);Jilly Cooper (Herself);David Dimbleby (Himself - Host)
19990603,1999-06-03,Petronella Wyatt (Herself);Matthew Taylor (Himself);John Reid (Himself);Francis Maude (Himself);Carl Chinn (Himself);David Dimbleby (Himself - Host)
19990610,1999-06-10,Joyce Quin (Herself);George Monbiot (Himself);Anne McElvoy (Herself);Jim Davidson (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
19990617,1999-06-17,Charlie Whelan (Himself);Sheila McKechnie (Herself);Theresa May (Herself);Gerald Kaufman (Himself);Don Foster (Himself);David Dimbleby (Himself - Host)
19990624,1999-06-24,Nicholas Soames (Himself);Arthur Scargill (Himself);Sarah Ludford (Herself);Alistair Darling (Himself);Decca Aitkenhead (Herself);David Dimbleby (Himself - Host)
19990701,1999-07-01,David Dimbleby (Himself - Host);William Hague (Himself)
19990708,1999-07-08,Tony Blair (Himself);David Dimbleby (Himself - Host)
19990715,1999-07-15,Albert Reynolds (Himself);Seamus Mallon (Himself);Ken Maginnis (Himself);David Ervine (Himself);Pat Doherty (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
19990923,1999-09-23,Shirley Williams (Herself);Mary Ann Sieghart (Herself);John Maples (Himself);Nick Brown (Himself);Michael Bloomberg (Himself);David Dimbleby (Himself - Host)
19990930,1999-09-30,Ann Widdecombe (Herself);Alice Thomson (Herself);Chris Smith (Himself);Simon Hughes (Himself);Ken Cameron (Himself);David Dimbleby (Himself - Host)
